id,pkg,func
1353,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetForeground
234,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderBottomSize
478,golang.org/x/tools/go/callgraph/vta,golang.org/x/tools/go/callgraph/vta.CallGraph
534,shared,(*go/types.Checker).ObjectOf
625,github.com/go-git/go-git/v5,(*github.com/go-git/go-git/v5.Repository).Head
1448,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.props).unset
56,sync,(*sync.Map).LoadOrStore
455,math/big,(math/big.nat).mulAddWW
575,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorder
763,shared,(*go/types.Label).cmp
1024,shared,(*go/types.TypeName).scopePos
1343,crypto/x509,(crypto/x509.SignatureAlgorithm).isRSAPSS
1479,github.com/muesli/termenv,(github.com/muesli/termenv.Output).ChangeScrollingRegion
132,go/types,(*go/types.Package).Path
1408,shared,(*github.com/charmbracelet/lipgloss.Style).BorderBottomForeground
1516,go/types,(*go/types.Tuple).At
252,shared,(*time.Time).Add
254,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderRight
794,time,(time.Time).Nanosecond
784,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderRightForeground
1437,github.com/picatz/taint,github.com/picatz/taint.derivedFromSource
292,github.com/muesli/termenv,(github.com/muesli/termenv.Output).EnableMouse
376,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewFunctionMatcherFromString
471,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderTop
610,crypto,(crypto.Hash).Available
857,shared,(*time.Time).Before
1101,os,(*os.File).Readdir
1181,shared,(*golang.org/x/tools/go/ssa.Call).setNum
1486,shared,(*net/textproto.MIMEHeader).Add
162,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewProgressTracker
592,shared,(context.Context).Done
724,shared,(*golang.org/x/tools/go/types/typeutil.Hasher).Hash
813,shared,(*github.com/charmbracelet/lipgloss.Border).GetBottomSize
832,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).getAsColor
1328,golang.org/x/tools/go/callgraph,(golang.org/x/tools/go/callgraph.Edge).Description
1372,shared,(*github.com/muesli/termenv.Output).Convert
1563,github.com/muesli/termenv,(github.com/muesli/termenv.Output).WriteString
67,shared,(*go/token.Token).IsKeyword
897,shared,(*github.com/muesli/termenv.Output).CursorForward
1210,math/big,(math/big.nat).andNot
1439,sort,sort.Slice
97,golang.org/x/tools/go/callgraph/vta,golang.org/x/tools/go/callgraph/vta.init
390,github.com/muesli/termenv,(github.com/muesli/termenv.Output).SetBackgroundColor
445,github.com/picatz/taint/xss,github.com/picatz/taint/xss.isHtmlEscapeCall
557,go/types,(*go/types.Package).Name
632,time,(time.Time).ZoneBounds
635,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathsSearchCallToPartial$1
657,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).AlignVertical
886,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.FunctionMatcher).String
210,shared,(golang.org/x/tools/go/ssa.CallInstruction).Value
928,shared,(*github.com/charmbracelet/lipgloss.Style).GetReverse
940,shared,(*crypto/x509/pkix.RDNSequence).String
1038,go/types,(go/types.termlist).includes
1227,shared,(*time.Time).UTC
1299,math/big,(math/big.nat).expNNMontgomery
1449,shared,(*golang.org/x/tools/go/ssa.FieldAddr).Block
1460,shared,(*encoding/asn1.ObjectIdentifier).String
181,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.CallCommon).IsInvoke
378,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.FunctionMatcher).Strategy
572,github.com/picatz/taint/log/injection,github.com/picatz/taint/log/injection.run
859,shared,(*go/types.Func).Exported
986,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetPadding
1219,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetUnderlineSpaces
1512,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Parameter).Type
52,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.getAllFunctionsCached
184,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.findFunctionInFieldValue
219,shared,(*math/big.nat).itoa
396,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetPaddingBottom
993,shared,(*time.Time).UnixNano
92,bufio,bufio.init
693,shared,(*github.com/muesli/termenv.Output).ShowCursor
746,database/sql,database/sql.init
765,encoding/asn1,(encoding/asn1.BitString).At
1108,shared,(*crypto/x509.OID).String
1359,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewLogger
90,runtime,runtime.init
118,flag,flag.init
124,github.com/picatz/taint/xss,github.com/picatz/taint/xss.init#1
1169,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderTopBackground
459,net,(net.IP).IsMulticast
499,shared,(*crypto/x509.PublicKeyAlgorithm).String
767,net/url,(net/url.Values).Del
1186,shared,(*github.com/muesli/termenv.Output).EnableBracketedPaste
1190,os,os.ReadFile
1462,shared,(*time.Time).GoString
641,shared,(*time.Time).Truncate
804,shared,(*github.com/muesli/termenv.Output).Name
1485,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).PaddingRight
180,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.checkBlockInstruction
483,shared,(*github.com/charmbracelet/lipgloss.Style).BorderBottom
805,shared,(*github.com/charmbracelet/lipgloss.Style).Italic
1071,shared,(*crypto/x509.OID).MarshalText
1102,os,(*os.File).Close
1137,net,(net.IP).MarshalText
1258,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$6$1
1365,github.com/muesli/termenv,(github.com/muesli/termenv.Output).DisableMouse
452,shared,(*github.com/muesli/termenv.Output).Reset
496,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.whitespace).render
905,time,(time.absSeconds).clock
1526,crypto/x509,(crypto/x509.OID).toASN1OID
172,shared,(*math/big.nat).xor
617,shared,(*crypto/x509.SignatureAlgorithm).hashFunc
700,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathsSearchCallToWithMatcher$1
825,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderLeft
930,shared,(*github.com/muesli/termenv.Style).Background
1329,shared,(*go/types.PkgName).order
1351,go/types,(*go/types.environment).lookupScope
13,bufio,(*bufio.Writer).WriteString
119,golang.org/x/tools/go/analysis,golang.org/x/tools/go/analysis.init
147,flag,(*flag.FlagSet).SetOutput
730,shared,(*go/types.PkgName).Pos
1140,github.com/picatz/taint,github.com/picatz/taint.hasProtoMessageMethod
1250,shared,(*github.com/charmbracelet/lipgloss.Style).GetHeight
1253,math/big,(math/big.nat).cmp
18,shared,(*time.Time).appendFormat
129,go/types,(*go/types.Interface).NumMethods
133,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Program).ImportedPackage
346,shared,(*github.com/muesli/termenv.Profile).Name
850,shared,(*math/big.nat).mulRange
158,github.com/picatz/taint/log/injection,github.com/picatz/taint/log/injection.init
225,shared,(*go/types.PkgName).Type
538,shared,(*github.com/charmbracelet/lipgloss.Style).Render
836,shared,(*golang.org/x/tools/go/ssa.register).setBlock
1015,shared,(*go/types.Label).Parent
1545,shared,(*github.com/charmbracelet/lipgloss.Style).SetString
110,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Blink
686,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.Logger).Error
830,time,(time.absDays).date
847,time,(time.Time).AppendText
848,shared,(*time.Time).UnixMicro
910,github.com/picatz/taint,github.com/picatz/taint.protoMessageSource
1019,shared,(*math/big.nat).div
1132,shared,(*go/types.Func).setScopePos
446,shared,(*github.com/charmbracelet/lipgloss.Position).value
1221,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderBottomBackground
1251,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetHeight
1334,shared,(*math/big.nat).divW
1456,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.GraphString
1495,shared,(*math/big.nat).sub
1533,go/types,(go/types.TypeAndValue).Addressable
112,time,(time.Time).Format
165,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.Logger).Info
432,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Foreground
505,shared,(*go/types.Builtin).setScopePos
527,github.com/muesli/termenv,(github.com/muesli/termenv.Output).CursorNextLine
835,shared,(*go/types.Func).scopePos
1103,shared,(io/fs.FileInfo).Name
1159,go/token,(go/token.Token).IsLiteral
111,shared,(*time.Time).Format
621,shared,(*github.com/muesli/termenv.Profile).Convert
1063,shared,(*go/types.substMap).lookup
1432,github.com/muesli/termenv,(github.com/muesli/termenv.Output).EnableMouseAllMotion
1535,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetMarginBackground
187,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.getOrCreateSyntheticMethod
403,shared,(*crypto/tls.SignatureScheme).String
465,github.com/muesli/termenv,(github.com/muesli/termenv.Output).SetForegroundColor
866,shared,(*go/types.Var).setScopePos
1261,golang.org/x/tools/go/callgraph,(golang.org/x/tools/go/callgraph.Edge).Pos
752,time,(time.Duration).Abs
973,shared,(*time.Time).Weekday
1149,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetString
1368,shared,(*encoding/asn1.BitString).RightAlign
1470,shared,(*github.com/muesli/termenv.Output).EnableMouseHilite
1475,shared,(*go/types.Const).Exported
215,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderRight
507,shared,(*github.com/charmbracelet/lipgloss.Style).GetBlink
884,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderBottomForeground
1119,crypto/x509,(crypto/x509.ExtKeyUsage).OID
283,github.com/picatz/taint/callgraphutil,(github.com/picatz/taint/callgraphutil.Path).Empty
458,shared,(*net.IP).IsMulticast
869,shared,(*go/types.Checker).PkgNameOf
914,shared,(*time.Duration).Milliseconds
1033,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderTopSize
1477,math/big,(math/big.nat).scan
345,go/types,(*go/types.object).sameId
707,github.com/muesli/termenv,(github.com/muesli/termenv.Output).TTY
879,shared,(*time.Duration).String
995,shared,(*github.com/charmbracelet/lipgloss.Style).GetWidth
1105,go/token,(go/token.Token).Precedence
1487,net/textproto,(net/textproto.MIMEHeader).Add
1558,path,path.Match
20,shared,(*github.com/muesli/termenv.Output).EnableMousePixelsMode
32,shared,(*go/types.TypeName).setType
241,github.com/muesli/termenv,(github.com/muesli/termenv.Output).CursorPrevLine
295,shared,(*time.absYday).split
393,shared,(*golang.org/x/tools/go/callgraph.Edge).String
814,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Border).GetBottomSize
1276,shared,(*go/types.Const).Name
1335,math/big,(math/big.nat).divW
262,shared,(*github.com/muesli/termenv.Style).Width
342,shared,(struct{io.Reader; io.Writer}).Read
425,shared,(*golang.org/x/tools/go/ssa.Alloc).Parent
893,shared,(*net.IP).IsLinkLocalUnicast
1065,shared,(*go/types.TypeName).cmp
1126,math/big,(math/big.nat).sticky
1454,shared,(*time.Duration).Minutes
28,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewGraph
185,go/types,(*go/types.Signature).Recv
367,github.com/muesli/termenv,(github.com/muesli/termenv.Output).DisableMouseAllMotion
681,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.ProgressTracker).Complete
913,crypto/x509,(crypto/x509.ExtKeyUsage).String
957,strings,strings.EqualFold
984,github.com/picatz/taint/xss,github.com/picatz/taint/xss.imports
1424,github.com/muesli/termenv,(github.com/muesli/termenv.Output).SaveScreen
171,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.props).set
1052,shared,(*go/types.Label).setScopePos
1313,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetStrikethrough
1397,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Bold
1423,shared,(*github.com/muesli/termenv.Output).SaveScreen
1426,golang.org/x/term,golang.org/x/term.GetSize
247,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Faint
274,github.com/picatz/taint/xss,github.com/picatz/taint/xss.isHTTPRequestType
578,crypto/x509,(crypto/x509.OID).EqualASN1OID
867,shared,(*github.com/charmbracelet/lipgloss.Style).Copy
1050,shared,(*go/types.termlist).equal
1339,net,(net.IP).appendTo
682,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.ProgressTracker).Update
796,github.com/muesli/termenv,(github.com/muesli/termenv.Output).Copy
1094,shared,(*github.com/charmbracelet/lipgloss.Style).styleBorder
1403,shared,(*github.com/charmbracelet/lipgloss.Style).GetPaddingRight
1538,sort,sort.Strings
157,github.com/picatz/taint/cmd/logi,github.com/picatz/taint/cmd/logi.init
359,github.com/picatz/taint,(github.com/picatz/taint.valueSet).add
389,shared,(*github.com/muesli/termenv.Output).SetBackgroundColor
675,go/types,go/types.Identical
122,github.com/picatz/taint,github.com/picatz/taint.NewSources
164,time,time.Now
266,shared,(*github.com/charmbracelet/lipgloss.Style).isSet
331,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.processChangeInterfaceArgsOptimized
606,math/big,(math/big.nat).sqrt
731,shared,(*github.com/charmbracelet/lipgloss.Style).BorderRightBackground
1290,shared,(*math/big.nat).add
222,crypto/x509/pkix,(crypto/x509/pkix.Name).String
333,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.register).setPos
716,shared,(flag.Value).String
735,shared,(*go/types.Var).Type
949,net/http,(*net/http.ServeMux).HandleFunc
1187,github.com/muesli/termenv,(github.com/muesli/termenv.Output).EnableBracketedPaste
1354,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderTopWidth
209,github.com/picatz/taint,github.com/picatz/taint.Check
245,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetUnderline
434,go/types,(*go/types.object).Pos
1090,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Styled
1323,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderRightForeground
321,strconv,strconv.init
671,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetTabWidth
1023,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.getOrCreateSyntheticMethod$1
1120,shared,(*github.com/muesli/termenv.Output).HideCursor
600,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderTopBackgroundColor
614,time,(time.Time).MarshalJSON
618,crypto/x509,(crypto/x509.SignatureAlgorithm).hashFunc
737,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Inline
1043,math/big,(math/big.nat).norm
1247,strings,(*strings.Builder).WriteByte
1284,go/types,(go/types.termlist).subsetOf
1465,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetAlign
71,fmt,fmt.init
733,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetTransform
1091,shared,(*go/types.Const).sameId
230,github.com/picatz/taint/log/injection,github.com/picatz/taint/log/injection.imports$1
312,shared,(*go/types.TypeName).Pkg
450,shared,(*math/big.nat).mul
457,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderLeftBackground
736,shared,(*github.com/charmbracelet/lipgloss.Style).Inline
798,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathsSearchCallToAdvancedAllNodes$1
1491,time,(time.absYday).janFeb
1507,shared,(*go/types.TypeAndValue).IsType
244,shared,(*github.com/charmbracelet/lipgloss.Style).GetUnderline
597,net/url,(*net/url.URL).Query
768,shared,(*net/url.Values).Get
969,shared,(*github.com/muesli/termenv.Output).DisableMouseHilite
1191,strings,strings.TrimSpace
1330,shared,(*net/http.Header).has
1420,net/http,(net/http.Header).writeSubset
1518,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Alloc).Referrers
535,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Function).Name
880,time,(time.Duration).String
1036,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.forwardSlice$1
1297,net/url,(net/url.Values).Add
1473,github.com/muesli/termenv,(github.com/muesli/termenv.Output).AltScreen
1565,shared,(*github.com/muesli/termenv.Output).ClearLines
49,net/http,(net/http.Header).get
257,math/big,(math/big.nat).rem
1266,shared,(*github.com/muesli/termenv.Style).Italic
1453,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetHeight
223,shared,(*golang.org/x/tools/go/ssa.register).Block
