id,pkg,func
987,shared,(*net.IP).IsPrivate
1026,shared,(struct{io.Reader; io.Writer}).Write
1352,shared,(*github.com/charmbracelet/lipgloss.Style).GetForeground
1521,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Function).Parent
320,sort,sort.init
605,shared,(*math/big.nat).sqrt
751,shared,(*time.Duration).Abs
950,net/http,net/http.ListenAndServe
1264,shared,(*github.com/charmbracelet/lipgloss.Style).BorderBackground
1366,shared,(*net.IP).DefaultMask
1414,shared,(*github.com/charmbracelet/lipgloss.Style).BorderLeftForeground
217,shared,(*github.com/picatz/taint/callgraphutil.Paths).Longest
467,math/big,(math/big.nat).expNNMontgomeryEven
532,shared,(*time.Time).Local
581,shared,(*time.Weekday).String
1072,crypto/x509,(crypto/x509.OID).MarshalText
1129,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBackground
1319,shared,(*github.com/charmbracelet/lipgloss.Style).Align
140,go/types,(*go/types.Named).Obj
175,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Background
490,shared,(*github.com/muesli/termenv.Output).ExitAltScreen
545,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.cloneRepository
613,shared,(*time.Time).MarshalJSON
964,shared,(*go/types.Var).setType
1242,time,(time.Time).After
1,shared,(*go/types.Func).setOrder
42,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.makeRawTerminal$1
170,shared,(*github.com/charmbracelet/lipgloss.props).set
764,shared,(*encoding/asn1.BitString).At
877,net/url,(net/url.Values).Has
1240,math/big,(math/big.nat).expWW
197,shared,(*github.com/muesli/termenv.Output).DisableMousePixelsMode
990,net/url,(net/url.Values).Set
1010,shared,(*go/types.Builtin).Exported
1469,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetAlignVertical
246,shared,(*github.com/muesli/termenv.Style).Faint
412,go/constant,(go/constant.Kind).String
495,shared,(*github.com/charmbracelet/lipgloss.whitespace).render
594,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.checkBlockInstructionOptimized
1062,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderBottomForeground
1211,shared,(*math/big.nat).setBytes
1389,shared,(*go/types.Builtin).setParent
313,shared,(github.com/muesli/termenv.Output).Convert
863,shared,(*net/http.Header).write
1143,go/types,(*go/types.Signature).Results
440,net,(net.IP).To4
615,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderBackground
684,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.removeDuplicateEdges
918,strings,strings.Join
942,shared,(*math/big.nat).probablyPrimeLucas
1005,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetUnderlineSpaces
1275,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderBottomBackground
1499,time,(time.Time).UnixMilli
80,shared,(*go/types.Func).setType
260,shared,(*time.Duration).Microseconds
526,shared,(*github.com/muesli/termenv.Output).CursorNextLine
698,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.anInstruction).setBlock
916,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.CallCommon).StaticCallee
932,shared,(*github.com/muesli/termenv.Output).DisableMouseExtendedMode
451,math/big,(math/big.nat).mul
695,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderStyle
978,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathSearch
997,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderTopForeground
1436,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetInline
1573,time,(time.Duration).Hours
431,shared,(*github.com/charmbracelet/lipgloss.Style).Foreground
560,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.getModulePrefix
741,shared,(*github.com/charmbracelet/lipgloss.Style).StrikethroughSpaces
829,shared,(*time.absDays).date
948,net/http,net/http.NewServeMux
961,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Border).GetLeftSize
54,sync,(*sync.Once).Do
77,golang.org/x/tools/go/packages,golang.org/x/tools/go/packages.init
178,shared,(*time.Time).AddDate
810,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).getAsTransform
933,github.com/muesli/termenv,(github.com/muesli/termenv.Output).DisableMouseExtendedMode
1032,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderTopSize
1245,shared,(*github.com/charmbracelet/lipgloss.Style).GetHorizontalBorderSize
186,go/types,go/types.TypeString
683,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewGraphWithContext$1
853,shared,(*math/big.nat).divRecursive
1079,go/types,(go/types.TypeAndValue).IsBuiltin
1566,github.com/muesli/termenv,(github.com/muesli/termenv.Output).ClearLines
306,shared,(*math/big.nat).montgomery
920,shared,(*net.IP).IsInterfaceLocalMulticast
1082,shared,(*github.com/muesli/termenv.Output).DisableMousePress
1202,shared,(*github.com/charmbracelet/lipgloss.Style).getBorderStyle
108,go/types,(*go/types.object).scopePos
484,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderBottom
1018,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetAlignVertical
1107,time,(time.absDays).yearYday
1514,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Parameter).Parent
278,shared,(*go/ast.ObjKind).String
305,time,(time.Time).Hour
358,github.com/picatz/taint,(github.com/picatz/taint.valueSet).includes
577,shared,(*crypto/x509.OID).EqualASN1OID
806,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Italic
860,shared,(*go/types.Label).Pkg
936,shared,(*github.com/muesli/termenv.Output).ClearLineLeft
1156,shared,(*math/big.nat).bit
417,encoding/asn1,(encoding/asn1.ObjectIdentifier).Equal
647,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetPaddingTop
800,shared,(*go/types.VarKind).String
1281,shared,(*math/big.nat).make
1561,crypto,(crypto.Hash).New
130,go/types,(*go/types.Interface).Method
947,database/sql,database/sql.Open
1020,math/big,(math/big.nat).div
1085,github.com/muesli/termenv,(github.com/muesli/termenv.Output).CursorUp
1168,shared,(*golang.org/x/tools/go/ssa.Call).Referrers
1174,shared,(*go/types.TypeName).order
1274,shared,(*github.com/charmbracelet/lipgloss.Style).BorderBottomBackground
1504,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).String
284,github.com/picatz/taint,github.com/picatz/taint.checkPath
395,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetPaddingBottom
679,go/types,(*go/types.Signature).Params
690,github.com/picatz/taint/xss,github.com/picatz/taint/xss.dbg
708,shared,(*github.com/charmbracelet/lipgloss.Style).BorderTopForeground
808,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderLeft
1069,internal/types/errors,(internal/types/errors.Code).String
1199,time,(time.Time).IsZero
399,github.com/picatz/taint/cmd/sqli,github.com/picatz/taint/cmd/sqli.init
488,shared,(*crypto/x509.OID).Equal
1193,shared,(*github.com/picatz/taint/callgraphutil.Path).Empty
1316,bufio,(*bufio.Writer).Write
1337,math/big,(math/big.nat).divRecursiveStep
1342,shared,(*crypto/x509.SignatureAlgorithm).isRSAPSS
1357,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderRightBackground
4,net/http,(net/http.Header).Values
1280,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderTopBackground
253,time,(time.Time).Add
428,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetStrikethroughSpaces
1152,shared,(*github.com/muesli/termenv.Output).EnableMouseExtendedMode
1265,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderBackground
1270,shared,(*github.com/charmbracelet/lipgloss.Style).GetVerticalFrameSize
1302,shared,(*github.com/charmbracelet/lipgloss.Style).ColorWhitespace
179,time,(time.Time).AddDate
889,shared,(*net/http.Header).Add
1466,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderRightBackground
476,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.forwardSlice
861,shared,(*crypto/x509.OID).MarshalBinary
968,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Strikethrough
1135,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetMargin
1522,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.FreeVar).Name
1527,shared,(*github.com/charmbracelet/lipgloss.Style).GetAlignHorizontal
163,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.FromContext
449,go/types,(*go/types.Info).recordTypes
453,github.com/muesli/termenv,(github.com/muesli/termenv.Output).Reset
1049,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBlink
1246,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetHorizontalBorderSize
1287,shared,(*go/types.Const).order
702,crypto/x509,(crypto/x509.SignatureAlgorithm).String
821,github.com/picatz/taint/cmd/xss,github.com/picatz/taint/cmd/xss.init
996,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetWidth
1539,shared,(*github.com/charmbracelet/lipgloss.Style).GetMaxWidth
177,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.Logger).log
299,shared,(*go/types.Var).order
76,os/signal,os/signal.init
438,math/big,(math/big.nat).modW
468,shared,(*net/http.Header).Set
551,os,os.Environ
864,net/http,(net/http.Header).write
927,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetTransform
1196,shared,(*go/types.substMap).empty
12,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Render
255,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderRight
547,path/filepath,path/filepath.Dir
1548,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetMaxHeight
205,shared,(*net.IP).Equal
843,shared,(*go/types.Const).Type
1185,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetPaddingLeft
595,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewGraphWithContext$2$1
789,shared,(*go/types.termlist).intersect
881,shared,(*golang.org/x/tools/go/ssa.FieldAddr).setBlock
1147,crypto,(crypto.Hash).String
1554,shared,(*go/types.Builtin).setOrder
68,go/token,(go/token.Token).IsKeyword
293,shared,(*github.com/charmbracelet/lipgloss.Style).PaddingLeft
509,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$3
1425,golang.org/x/term,golang.org/x/term.MakeRaw
125,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.processChangeInterfaceArgs
211,shared,(golang.org/x/tools/go/ssa.Value).String
827,shared,(*go/types.termlist).String
1056,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.colorReceiver
1493,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetMarginTop
0,github.com/picatz/taint/cmd/logi,github.com/picatz/taint/cmd/logi.main
630,shared,(*golang.org/x/tools/go/ssa.Alloc).Block
691,shared,(*github.com/muesli/termenv.Output).SaveCursorPosition
890,net/http,(net/http.Header).Add
965,shared,(*github.com/muesli/termenv.Output).DisableMouseCellMotion
1148,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetString
1399,shared,(*github.com/charmbracelet/lipgloss.Style).GetBold
1490,shared,(*time.absYday).janFeb
941,crypto/x509/pkix,(crypto/x509/pkix.RDNSequence).String
958,github.com/charmbracelet/lipgloss,github.com/charmbracelet/lipgloss.NewStyle
1178,shared,(*golang.org/x/tools/go/ssa.FieldAddr).Name
1254,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetPaddingRight
1305,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetUnderline
1380,github.com/muesli/termenv,(github.com/muesli/termenv.Output).RestoreCursorPosition
433,shared,(*go/types.Var).Pos
1013,shared,(*github.com/charmbracelet/lipgloss.AdaptiveColor).color
1304,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetUnderline
1455,time,(time.Duration).Minutes
150,github.com/picatz/taint/cmd/taint,(github.com/picatz/taint/cmd/taint.commands).eval$2
644,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetMarginRight
772,shared,(*go/types.Var).sameId
875,shared,(*go/types.Const).setScopePos
896,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Faint
1170,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderTopBackground
1173,github.com/picatz/taint/xss,github.com/picatz/taint/xss.argIsUserControlled
1259,strconv,strconv.Atoi
366,shared,(*github.com/muesli/termenv.Output).DisableMouseAllMotion
1226,shared,(*go/types.Label).setOrder
1234,shared,(*go/token.Token).IsOperator
1298,shared,(*math/big.nat).expNNMontgomery
1308,shared,(*net.IPMask).Size
1347,time,(time.Time).Day
1555,shared,(*go/types.Var).Pkg
69,github.com/picatz/taint/cmd/ssadump,github.com/picatz/taint/cmd/ssadump.init
93,bytes,bytes.init
198,github.com/muesli/termenv,(github.com/muesli/termenv.Output).DisableMousePixelsMode
755,shared,(*time.Time).MarshalText
819,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetInline
1060,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).MaxHeight
1194,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetPadding
1438,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$4
45,go/types,(*go/types.object).Type
938,shared,(*math/big.nat).expNNWindowed
1001,shared,(*net/textproto.MIMEHeader).Values
1394,shared,(*github.com/muesli/termenv.Style).Reverse
1492,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetMarginTop
1552,shared,(go/types.Checker).recordTypes
1568,time,(time.absDays).weekday
352,time,(time.absCentury).year
439,shared,(*net.IP).To4
1252,shared,(*math/big.nat).cmp
39,net,(net.IP).To16
326,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.terminalWriteFn
460,shared,(*go/types.Label).Exported
491,github.com/muesli/termenv,(github.com/muesli/termenv.Output).ExitAltScreen
568,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.nodeInfo).CSV
609,shared,(*crypto.Hash).Available
812,shared,(*github.com/picatz/taint/callgraphutil.Path).Last
937,github.com/muesli/termenv,(github.com/muesli/termenv.Output).ClearLineLeft
271,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetForeground
406,math/big,(math/big.nat).modInverse
497,shared,(*github.com/muesli/termenv.Output).termStatusReport
643,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetMarginRight
895,shared,(*github.com/charmbracelet/lipgloss.Style).Faint
1546,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).SetString
114,time,(time.Month).String
135,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Package).Func
143,go/types,(*go/types.MethodSet).Lookup
448,shared,(*go/types.Checker).recordTypes
541,strings,strings.Contains
976,github.com/muesli/termenv,(github.com/muesli/termenv.Output).MoveCursor
840,shared,(*go/types.TypeAndValue).Assignable
1009,github.com/muesli/termenv,(github.com/muesli/termenv.Profile).Color
1376,time,(time.Time).Location
1494,shared,(*go/types.Func).Parent
421,shared,(*time.Time).MarshalBinary
506,go/types,(*go/types.object).setScopePos
520,shared,(*go/types.Builtin).order
638,shared,(*go/types.Const).scopePos
790,go/types,(go/types.termlist).intersect
436,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.register).Name
454,shared,(*math/big.nat).mulAddWW
550,strings,strings.SplitSeq
652,shared,(*go/types.PkgName).setScopePos
1098,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.startShell$1
1262,shared,(*crypto/x509/pkix.Name).appendRDNs
35,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetFaint
91,strings,strings.init
213,shared,(golang.org/x/tools/go/ssa.Value).Pos
757,shared,(*github.com/charmbracelet/lipgloss.Style).Inherit
811,shared,(*go/types.Builtin).Id
831,shared,(*github.com/charmbracelet/lipgloss.Style).getAsColor
1220,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderBottomBackground
1488,shared,(*github.com/charmbracelet/lipgloss.props).has
216,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderRight
325,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.errorCommandFn
723,github.com/picatz/taint/callgraphutil,(github.com/picatz/taint/callgraphutil.Paths).Shortest
745,github.com/picatz/taint/cmd/taint/example,github.com/picatz/taint/cmd/taint/example.init
1080,shared,(*github.com/charmbracelet/lipgloss.Style).Renderer
1232,shared,(*github.com/picatz/taint/callgraphutil.Path).First
51,github.com/muesli/termenv,(github.com/muesli/termenv.Style).String
221,shared,(*crypto/x509/pkix.Name).String
361,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Call).Operands
383,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetVerticalMargins
627,github.com/go-git/go-git/v5/plumbing,(github.com/go-git/go-git/v5/plumbing.Hash).String
656,shared,(*github.com/charmbracelet/lipgloss.Style).AlignVertical
1144,shared,(*go/token.Token).String
1154,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetAlign
3,shared,(*net/http.Header).Values
319,path/filepath,path/filepath.init
777,shared,(*time.Time).Clock
842,shared,(*go/types.Label).scopePos
1377,shared,(*github.com/muesli/termenv.Style).Underline
1407,github.com/picatz/taint,github.com/picatz/taint.WalkSSA
1411,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetColorWhitespace
1570,shared,(*github.com/muesli/termenv.Style).Foreground
728,shared,(*net/textproto.MIMEHeader).Set
753,shared,(*math/big.nat).subMod2N
1106,shared,(*time.absDays).yearYday
1112,shared,(*github.com/muesli/termenv.Profile).Color
1134,shared,(*github.com/charmbracelet/lipgloss.Style).GetMargin
1385,shared,(*github.com/muesli/termenv.Output).ClearLine
1502,github.com/muesli/termenv,(github.com/muesli/termenv.Output).SetCursorColor
1511,shared,(*github.com/muesli/termenv.Output).Color
60,shared,(*crypto/x509.OID).AppendText
146,flag,flag.NewFlagSet
251,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderStyle
311,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderLeftBackground
370,shared,(*github.com/charmbracelet/lipgloss.Style).GetColorWhitespace
703,shared,(*github.com/muesli/termenv.Output).Writer
1100,os,os.Open
1124,time,(time.Duration).Round
59,go/parser,go/parser.ParseFile
126,shared,(golang.org/x/tools/go/ssa.CallInstruction).Common
169,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetReverse
397,shared,(*github.com/charmbracelet/lipgloss.Style).PaddingBottom
953,shared,(*go/types.PkgName).setOrder
1150,shared,(*net.IP).Mask
1195,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetPadding
1272,shared,(*github.com/muesli/termenv.Output).backgroundColor
156,os,(*os.file).close
173,math/big,(math/big.nat).xor
429,shared,(*github.com/charmbracelet/lipgloss.Style).implicitBorders
546,path/filepath,path/filepath.Join
552,golang.org/x/tools/go/packages,golang.org/x/tools/go/packages.Load
1203,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).getBorderStyle
1322,shared,(*github.com/charmbracelet/lipgloss.Style).BorderRightForeground
1405,shared,(*github.com/muesli/termenv.Output).CursorDown
463,shared,(*golang.org/x/tools/go/ssa.FieldAddr).Parent
750,shared,(*os.File).close
921,net,(net.IP).IsInterfaceLocalMulticast
952,time,(time.Time).appendFormatRFC3339
1400,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBold
1542,time,(time.Time).Compare
1544,go/types,(go/types.goVersion).cmp
61,crypto/x509,(crypto/x509.OID).AppendText
892,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetHorizontalMargins
1214,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderLeftForeground
1331,net/http,(net/http.Header).has
787,shared,(*github.com/charmbracelet/lipgloss.Style).MarginRight
1127,shared,(*go/types.TypeName).setOrder
1529,shared,(*time.Time).GobEncode
1571,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Foreground
25,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Function).Object
400,github.com/picatz/taint/sql/injection,github.com/picatz/taint/sql/injection.init
569,shared,(*github.com/charmbracelet/lipgloss.Style).GetPaddingBottom
631,shared,(*time.Time).ZoneBounds
1068,shared,(*internal/types/errors.Code).String
1260,shared,(*golang.org/x/tools/go/callgraph.Edge).Pos
1363,time,(time.absMonth).month
1364,shared,(*github.com/muesli/termenv.Output).DisableMouse
408,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetTabWidth
519,go/types,(*go/types.Info).PkgNameOf
945,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).applyBorder
1145,go/token,(go/token.Token).String
1564,shared,(*go/types.Const).cmp
256,shared,(*math/big.nat).rem
332,shared,(*golang.org/x/tools/go/ssa.Alloc).setPos
382,shared,(*github.com/charmbracelet/lipgloss.Style).GetVerticalMargins
401,shared,(*time.Time).Year
1166,shared,(*net.IPMask).String
1201,shared,(*go/types.Label).sameId
1257,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.register).setType
190,go/types,(go/types.termlist).norm
479,golang.org/x/tools/go/callgraph,(*golang.org/x/tools/go/callgraph.Graph).DeleteSyntheticNodes
588,net,(net.IP).IsUnspecified
689,go/types,(*go/types.Package).GoVersion
1481,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnderlineSpaces
348,shared,(*go/types.PkgName).sameId
1021,shared,(*time.Time).appendTo
1278,math/big,(math/big.nat).bytes
1312,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetStrikethrough
1345,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetMarginLeft
1356,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderRightBackground
1381,shared,(*github.com/charmbracelet/lipgloss.Style).getAsPosition
149,flag,(*flag.FlagSet).Visit
199,shared,(*github.com/charmbracelet/lipgloss.Style).MarginTop
717,github.com/picatz/taint/xss,github.com/picatz/taint/xss.funcHasHtmlEscape
1034,shared,(*go/types.TypeAndValue).IsVoid
1044,shared,(*github.com/charmbracelet/lipgloss.Style).GetMarginLeft
1061,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderBottomForeground
1332,shared,(*crypto/x509.OID).AppendBinary
1367,net,(net.IP).DefaultMask
87,golang.org/x/tools/go/callgraph,golang.org/x/tools/go/callgraph.init
379,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.WriteDOT
566,encoding/csv,(*encoding/csv.Writer).Write
611,shared,(*github.com/charmbracelet/lipgloss.Style).PaddingTop
636,shared,(*github.com/charmbracelet/lipgloss.Style).BorderTop
749,math/big,(math/big.nat).trunc
837,bytes,(*bytes.Buffer).String
1468,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetAlignVertical
41,golang.org/x/tools/go/ssa,(golang.org/x/tools/go/ssa.BuilderMode).String
238,shared,(*github.com/charmbracelet/lipgloss.Style).BorderForeground
424,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderLeftBackground
485,github.com/picatz/taint/log/injection,github.com/picatz/taint/log/injection.init#1
663,golang.org/x/tools/go/ssa/ssautil,golang.org/x/tools/go/ssa/ssautil.Packages
846,shared,(*time.Time).AppendText
1547,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetMaxHeight
104,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderLeftForeground
487,time,(time.Time).Second
658,github.com/picatz/taint/cmd/ssadump,github.com/picatz/taint/cmd/ssadump.main
1000,crypto/tls,(crypto/tls.CurveID).String
1151,net,(net.IP).Mask
1283,shared,(*go/types.termlist).subsetOf
131,go/types,(*go/types.Func).Pkg
500,crypto/x509,(crypto/x509.PublicKeyAlgorithm).String
759,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetMargins
934,shared,(*github.com/muesli/termenv.Output).Write
1011,shared,(*go/types.Var).cmp
1189,time,(time.absSeconds).days
55,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.getAllFunctionsCached$1
98,time,time.init
109,shared,(*github.com/charmbracelet/lipgloss.Style).Blink
437,shared,(*math/big.nat).modW
872,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.processFunctionArgumentsOptimized
1114,time,(time.Duration).Truncate
1443,shared,(*time.Time).In
100,regexp,regexp.init
261,time,(time.Duration).Microseconds
555,path/filepath,path/filepath.Abs
979,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathSearchCallTo$1
1165,shared,(*go/types.Var).Parent
579,shared,(*github.com/muesli/termenv.Output).CopyPrimary
666,shared,(*github.com/charmbracelet/lipgloss.Style).Reverse
1509,shared,(*go/types.termlist).supersetOf
360,shared,(golang.org/x/tools/go/ssa.Value).Referrers
662,os,os.Getwd
685,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewGraphWithContext$3
773,shared,(*time.Time).IsDST
1075,shared,(*github.com/muesli/termenv.Style).Overline
1326,shared,(*golang.org/x/tools/go/ssa.Alloc).setType
269,math/big,(math/big.Accuracy).String
603,shared,(*github.com/charmbracelet/lipgloss.Style).GetVerticalBorderSize
1130,shared,(*net/textproto.MIMEHeader).Del
1435,shared,(*github.com/charmbracelet/lipgloss.Style).GetInline
1508,go/types,(go/types.TypeAndValue).IsType
102,go/types,(*go/types.Info).TypeOf
167,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderBottom
324,golang.org/x/term,golang.org/x/term.init
602,github.com/muesli/termenv,(github.com/muesli/termenv.Output).ClearScreen
774,time,(time.Time).IsDST
876,shared,(*net/url.Values).Has
962,shared,(*go/types.termlist).isAll
1007,math/big,(math/big.nat).rsh
145,strings,strings.Fields
265,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderBottomBackground
1116,shared,(*github.com/muesli/termenv.Style).Blink
1248,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBackground
1446,shared,(*go/types.Builtin).Name
1463,time,(time.Time).GoString
1536,shared,(*go/types.Builtin).cmp
53,sync,(*sync.Map).Load
240,shared,(*github.com/muesli/termenv.Output).CursorPrevLine
697,shared,(*golang.org/x/tools/go/ssa.Call).setBlock
744,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetPaddingTop
1081,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Renderer
1162,shared,(*go/types.Builtin).Pos
1317,shared,(*math/big.nat).expNN
1324,shared,(*math/big.nat).or
48,shared,(*net/http.Header).get
375,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathsSearchCallToAdvanced
820,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetInline
